Text,Sentiment
 fox news more like trump impeach shield,"tf.Tensor(2, shape=(), dtype=int32)"
 clear sarcast answer whether tweet ambassador yovanovitch could view intimid repli don t think creepi threaten,"tf.Tensor(2, shape=(), dtype=int32)"
 may god have merci soul donald trump 🙏,"tf.Tensor(2, shape=(), dtype=int32)"
 murder intent behind donald trump latest twitter rant via,"tf.Tensor(2, shape=(), dtype=int32)"
 pelosi trump yovanovitch attack know head think like feel chang like wind one day strong next day weak not and direct,"tf.Tensor(2, shape=(), dtype=int32)"
 donald j trump pardon roger stone sign petit via,"tf.Tensor(1, shape=(), dtype=int32)"
 dem keep donald trump do job keep show american presid donald trump do right thing walkawayfromdemocrat,"tf.Tensor(2, shape=(), dtype=int32)"
 sell integr reput donald trump good grief expect more serious someon repres amaz peopl upstat new york,"tf.Tensor(2, shape=(), dtype=int32)"
 sean d stop half mouth donald trump would better ll next one bring,"tf.Tensor(2, shape=(), dtype=int32)"
 white supremacist donald trump back stephen miller wake leak email show miller promot white supremacist ideolog do nazi come flashback trump hire hungarian nazi work american peopl,"tf.Tensor(0, shape=(), dtype=int32)"
 twitter suspend numer account tweet hire donald trump fire peopl like yovanovitch via,"tf.Tensor(1, shape=(), dtype=int32)"
 mri reveal empti cranium heheh rt presid donald trump undergo partial physic examin walter reed nation militari medic center saturday accord white hous,"tf.Tensor(0, shape=(), dtype=int32)"
 ex nsc offici agre us ambassador eu problem oper irregular foreign polici channel hous committe conduct impeach inquiri presid donald trump saturday releas transcript usnew usrc,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 right bill donald trump make georg bush look like jesus christ think might have say well billmah,"tf.Tensor(2, shape=(), dtype=int32)"
 rio top nation secur aid vice presid mike penc tell hous impeach investig presid donald trump effort pressur ukrain investig polit oppon unusu inappropri,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump have tunnel vision,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump gavin newsom darrel steinberg justin trudeau lee hsien loong xi jinp should go liberti univers get continu educ understand term liberti deepli may qualifi leader,"tf.Tensor(1, shape=(), dtype=int32)"
 trump surviv impeach clear ll have thank jonathan freedland,"tf.Tensor(2, shape=(), dtype=int32)"
 presid donald trump boast would hire best most serious peopl impeach bear down presid lot problem due lawyer rudi giuliani,"tf.Tensor(2, shape=(), dtype=int32)"
 lol democrat have plenti women parti donald trump have push million more shut up let us know republican parti have more 2 peopl color gtfooh,"tf.Tensor(2, shape=(), dtype=int32)"
 gurl pack up readi go trump china re alreadi do usa might well go intern,"tf.Tensor(2, shape=(), dtype=int32)"
 scar ever sinc donald trump get elect sksksk,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump bodi count not narcissist liar killer,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump have nomin nobel peac prize hous republican,"tf.Tensor(1, shape=(), dtype=int32)"
 jemand hat mir ein sch nes riesig riesenbett geschenkt littlecapric lesbian donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 hire donald trump fire swamp peopl like yovanovitch drain swamp,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump gavin newsom darrel steinberg justin trudeau lee hsien loong xi jinp should go liberti univers get continu educ understand term liberti deepli may qualifi leader,"tf.Tensor(1, shape=(), dtype=int32)"
 central case impeach donald trump assert target polit rival and have no legitim basi investig biden potenti corrupt basi do well establish kent back 2015 long trump take offic,"tf.Tensor(0, shape=(), dtype=int32)"
 d tri dumbass twist tactic like fact first hand wit don t count bc isn t donald trump testifi exact say onli right no matter everyon els hear don t blind america,"tf.Tensor(2, shape=(), dtype=int32)"
 fair say donald trump have weapon offic presid unit state right,"tf.Tensor(2, shape=(), dtype=int32)"
 prove know along barr partisan lead justic dept without bias speech conserv federalist societi barr rebuk lawmak probe presid donald trump potenti power abus suggest effort illegitim,"tf.Tensor(2, shape=(), dtype=int32)"
 must deal certainti donald trump keep betray unit state impeach,"tf.Tensor(1, shape=(), dtype=int32)"
 misspel donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 don t care leav long can beat donald trump toofarleft,"tf.Tensor(0, shape=(), dtype=int32)"
 lol love america serv militari see man like donald trump absolut destroy constitut make sick may not alway like side constitut come down still ultim law,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump bodi count not narcissist liar killer usrc,"tf.Tensor(1, shape=(), dtype=int32)"
 best toni mckraken aper simone247 terrenc sicario truth set free don t care corrupt long fee demon hate trump mess up,"tf.Tensor(2, shape=(), dtype=int32)"
 qanon jar hold parti don jr book invit onli dc wednesday,"tf.Tensor(1, shape=(), dtype=int32)"
 kany west watch kim sex tape fell love wait year marri donald trump saw melania nude fell love final make first ladi unit state sister never,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump chump need kick rump can t spell fbi even kgb often say everybodi alway pickin 😢,"tf.Tensor(0, shape=(), dtype=int32)"
 bill barr like realli sick peopl mean poor donald trump ok,"tf.Tensor(0, shape=(), dtype=int32)"
 presid trump congress must support elect presid donald j trump get work,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump should have impeach day walk say former richard nixon counsel topbuzz,"tf.Tensor(1, shape=(), dtype=int32)"
 hoy se ratifica nuestra condicion de patria soberana antimperialista y profundament socialista derrotaremo el bloqueo de la sarna de donald lacra trump,"tf.Tensor(1, shape=(), dtype=int32)"
 3 eddi rispon eddi rispon,"tf.Tensor(1, shape=(), dtype=int32)"
 lie donald trump conman accus rapist not victim crimin worst kind rep collin rest gop refus defend oath offic continu protect trump can knock sham trump not victim crimin,"tf.Tensor(0, shape=(), dtype=int32)"
 jordan basic everyth els testimoni terribl donald trump like aid hold up order no appar reason tie aid investig announc troublesom call god re terribl,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump gavin newsom darrel steinberg justin trudeau lee hsien loong xi jinp should go liberti univers get continu educ understand term liberti deepli may qualifi leader,"tf.Tensor(1, shape=(), dtype=int32)"
 beaver do mean bottl blond man hand big donald trump would pay million have hand half size,"tf.Tensor(0, shape=(), dtype=int32)"
 prostituta de donald trump hip crita,"tf.Tensor(1, shape=(), dtype=int32)"
 day underscor corrupt swamp trump presid cnnpolit,"tf.Tensor(0, shape=(), dtype=int32)"
 alarm learn chrystia freeland have pursu america first foreign polici while derang donald trump have serv u presid could becom second line lead canada cdnpoli,"tf.Tensor(2, shape=(), dtype=int32)"
 word don t mean anyth vanessa trump right call donald trump feebl mind use r word dad trump impeach45,"tf.Tensor(2, shape=(), dtype=int32)"
 countri live,"tf.Tensor(2, shape=(), dtype=int32)"
 twitter suspend numer account tweet hire donald trump fire peopl like yovanovitch via,"tf.Tensor(1, shape=(), dtype=int32)"
 rep adam schiff say democrat send charlatan trump back golden throne come,"tf.Tensor(2, shape=(), dtype=int32)"
 presid donald trump spend more two hour walter reed nation medic center white hous say medic test part annual physic,"tf.Tensor(2, shape=(), dtype=int32)"
 wouldn t want conserv think knus radio host craig silverman fire midshow critic trump via,"tf.Tensor(1, shape=(), dtype=int32)"
 sour grape georg conway american attorney conway short list candid consid donald trump unit state solicitor general subsequ consid assist attorney general civil divis u depart justic,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump gavin newsom darrel steinberg justin trudeau lee hsien loong xi jinp should go liberti univers get continu educ understand term liberti deepli may qualifi leader,"tf.Tensor(1, shape=(), dtype=int32)"
 strike flat earther never land moon 9 11 insid job conspiraci theorist mean wtf man do honest believ giant conspiraci against donald trump more like trump fact bad person,"tf.Tensor(0, shape=(), dtype=int32)"
 one poll question spend million dollar attack ad request polit help foreign power clear donald trump desper stop joe beat next novemb do want see joe biden defeat donald trump 2020,"tf.Tensor(0, shape=(), dtype=int32)"
 junki withhold militari aid get foreign govt investig polit rival exchang fund illeg donald trump do ask law break,"tf.Tensor(0, shape=(), dtype=int32)"
 three branch govern demonstr one day unmatch high profil fashion cost trump loyalist have will impos nation citizen pursuit polit person aim,"tf.Tensor(2, shape=(), dtype=int32)"
 republican senat go stand up donald former nixon counsel john dean trump should have impeach day walk,"tf.Tensor(1, shape=(), dtype=int32)"
 current part cloudi scatter tweet 61 chanc donald trump post tweet forecast hour syria polici not nanci pelosi republican have realli good chanc win go nick,"tf.Tensor(2, shape=(), dtype=int32)"
 fox news more like trump impeach shield,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump weakest man ever live whitehous hate mob henchmen make intimid mani peopl big mouth small ball,"tf.Tensor(0, shape=(), dtype=int32)"
 watch video cabbag patch hospit babi bear babi donald trump spring veggi life video,"tf.Tensor(1, shape=(), dtype=int32)"
 do los angel magazin alway identifi eat habit subject cover sh t eat donald trump have heart palpit impeach vegan carnivor omnivor actual relev impeach,"tf.Tensor(0, shape=(), dtype=int32)"
 wait hear word donald j trump guilti gavel down,"tf.Tensor(0, shape=(), dtype=int32)"
 ve suggest flee russia real donald trump expos,"tf.Tensor(2, shape=(), dtype=int32)"
 best toni mckraken aper simone247 terrenc sicario more import trump kapernick best quarterback,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump leav offic warren say hold administr account crimin abus immigr design justic depart task forc investig accus serious violat border,"tf.Tensor(0, shape=(), dtype=int32)"
 murder intent behind donald trump latest twitter rant via,"tf.Tensor(2, shape=(), dtype=int32)"
 taxin tedra wait re donald trump make snarki immatur nicknam up peopl lame,"tf.Tensor(0, shape=(), dtype=int32)"
 fox news more like trump impeach shield,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump gavin newsom darrel steinberg justin trudeau lee hsien loong xi jinp should go liberti univers get continu educ understand term liberti deepli may qualifi leader,"tf.Tensor(1, shape=(), dtype=int32)"
 donald john trump damn dot john purl,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump subit un bilan de sant,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump tri hide dirti scheme use public cell phone world listen dummi enemi know everyth sleep tight,"tf.Tensor(0, shape=(), dtype=int32)"
 sour grape wife more success georg conway short list candid consid donald trump unit state solicitor general consid assist attorney general civil divis u depart justic,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump har campa en florida durant la semana de acci n de gracia,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump lie argu jan 23 3 million 5 million illeg vote caus lose popular vote,"tf.Tensor(0, shape=(), dtype=int32)"
 exact exact best candid 2020 onli one can defeat donald trump,"tf.Tensor(2, shape=(), dtype=int32)"
 hire donald trump fire peopl like yovanovitch,"tf.Tensor(1, shape=(), dtype=int32)"
 twitter suspend numer account tweet hire donald trump fire peopl like yovanovitch,"tf.Tensor(1, shape=(), dtype=int32)"
 labour exclud nhs medicin trade deal us jeremi corbyn,"tf.Tensor(1, shape=(), dtype=int32)"
 more conspiratori nonsens pretend donald trump victim not cult like,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump specif,"tf.Tensor(1, shape=(), dtype=int32)"
 sure y stoke trigger presid donald j trump do,"tf.Tensor(2, shape=(), dtype=int32)"
 appoint donald trump have noth do polici whitepow want get elect have blackman 8 year offic revert back day racist ok run offic,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump get physic psychiatri servic walter reed,"tf.Tensor(1, shape=(), dtype=int32)"
 presid donald trump schedul saturday novemb 16 2019 presid donald trump have no public event schedul saturday keep up trump presid donaldtrump thepresidentsschedul,"tf.Tensor(0, shape=(), dtype=int32)"
 know republican primari felt 2016 know donald trump get nomine,"tf.Tensor(1, shape=(), dtype=int32)"
 interview dan bongino dan bongino show interview donald trump via,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump jr celebr book becom bestsel critic attack rnc buy trigger bulk via,"tf.Tensor(1, shape=(), dtype=int32)"
 donald j trump pardon roger stone sign petit via,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump 2017 presid weigh ralli alabama wouldn t love see one nfl owner somebodi disrespect flag say get son bitch field right trump say big applaus fire fire,"tf.Tensor(2, shape=(), dtype=int32)"
 would argu obstruct justic no longer exist offer donald trump first onli exhibit via,"tf.Tensor(2, shape=(), dtype=int32)"
 simone247 toni mckraken aper sicario trump dosen t investag hunter swamp corrupt republican want impeach trump,"tf.Tensor(0, shape=(), dtype=int32)"
 fact donald trump offici first presid modern histori hold up taxpay money design congress aid countri russian aggress trump first presid histori extort foreign presid aid amer,"tf.Tensor(2, shape=(), dtype=int32)"
 hire donald trump fire peopl like yovanovitch,"tf.Tensor(1, shape=(), dtype=int32)"
 alli trade militari activ american foreign polici donald trump,"tf.Tensor(0, shape=(), dtype=int32)"
 sentient casio watch must appli lipstick donald trump definit sad super effect,"tf.Tensor(0, shape=(), dtype=int32)"
 do think donald j trump do think trump have peopl kill trump know jeffrey lad have sex 16 year woman,"tf.Tensor(0, shape=(), dtype=int32)"
 donald j trump pardon roger stone sign petit via,"tf.Tensor(1, shape=(), dtype=int32)"
 presid donald trump pardon oklahoma soldier imprison war crime includ order shoot death civilian afghanistan,"tf.Tensor(1, shape=(), dtype=int32)"
 donat follow let dump donald trump shadi friend 2020 treason briberi crimesagainsthuman bluewav climateemerg,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump se somet ex mene dico internacionalesgv,"tf.Tensor(1, shape=(), dtype=int32)"
 don t want donald trump die walter reed today even though peopl twitter do want live long enough us see jail and humili front world watch entir empir crumbl ivanka and jr feet re jail 🇺 🇸 🙏,"tf.Tensor(0, shape=(), dtype=int32)"
 mari yovanovitch receiv stand ovat follow public testimoni donald trump impeach inquiri audienc stand and cheer career diplomat mark rare moment american polit,"tf.Tensor(2, shape=(), dtype=int32)"
 frighten,"tf.Tensor(0, shape=(), dtype=int32)"
 real last damag do peopl ukrain trump croni regardless impeach end up ukrain young corrupt fighter struggl against elit donald trump via,"tf.Tensor(2, shape=(), dtype=int32)"
 ve scar go america ever sinc donald trump tweet,"tf.Tensor(0, shape=(), dtype=int32)"
 revok u citizenship puerto rican say donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump go surviv impeach rush walter reed unannounc 9 month annual haha physic,"tf.Tensor(2, shape=(), dtype=int32)"
 melay lol play much countri good tweet donald trump tweet everi 5 5 minut let use media bruv,"tf.Tensor(2, shape=(), dtype=int32)"
 moment sudden realiz gif alfr smith dinner oct 2016 night histori candid donald trump slay illuminati den 2016 al smith dinner full new york time via,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump do anyth necessari get elect determin re elect allow encourag close friend break law can get past never get father would expect son go jail,"tf.Tensor(0, shape=(), dtype=int32)"
 nobodi protect nation like donald j trump,"tf.Tensor(1, shape=(), dtype=int32)"
 imagin donald trump real reason walter reed isn t physic rather start get asshol widen prepar prison,"tf.Tensor(2, shape=(), dtype=int32)"
 prosecut doubl agent go rogu attempt insan attack continu today ou duli elect potus name donald j trump not allow tyranni anarchist must stop dead track begin,"tf.Tensor(0, shape=(), dtype=int32)"
 best presid ever thank donald trump listen voter take uncommon courag do kag2020 trumppence2020 walkawayfromdemocrat,"tf.Tensor(2, shape=(), dtype=int32)"
 hire donald trump fire swamp peopl like yovanovitch drain swamp,"tf.Tensor(1, shape=(), dtype=int32)"
 best toni mckraken aper simone247 terrenc sicario trump have chanc defend charg via articl impeach trial happen senat should tri defend isn t innoc prove guilti trial like problem 🇺 🇸,"tf.Tensor(2, shape=(), dtype=int32)"
 urg run most trump support enjoy see donald kick ass second time row,"tf.Tensor(2, shape=(), dtype=int32)"
 knus radio host craig silverman fire midshow critic trump via attack king lose head maga,"tf.Tensor(1, shape=(), dtype=int32)"
 twitter suspend numer account tweet hire donald trump fire peopl like yovanovitch,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump babi pleas come home awesom give listen,"tf.Tensor(2, shape=(), dtype=int32)"
 god bless presid donald trump america militari veteran citizen nation countri one mani rea america love donald trump,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump impeach colin kaepernick get work mason rudolph get hit helmet chixtap 5 drop feel like black histori month near,"tf.Tensor(0, shape=(), dtype=int32)"
 obama collud ukrain help hillari beat donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 come child rapist look belov donald j trump woman choic woman choic don t like abort fine no altern have no right block woman choic repub also hate welfar meal kid birth control,"tf.Tensor(0, shape=(), dtype=int32)"
 no american despot donald trump evil egomaniac consum noth blacken ego not resign mob up donni immens juvenil spite and petul onli reveng eye burn down everyth go down flame guarante,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 re corrupt deep state help donald trump win 2020 presid drainthedeepstateswamp,"tf.Tensor(2, shape=(), dtype=int32)"
 chris smith donald trump donald trump jr eric trump ivanka trump ben shapiro ann coulter denni prager michael knowl steve mnuchin tucker carlson sean hanniti candac owen charli kirk alex jone don cherri toni d angelo tulsi gabbard dan crenshaw jim jordan,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump presid 2020 keep america great,"tf.Tensor(2, shape=(), dtype=int32)"
 time ask trump golf club take down fake magazin cover,"tf.Tensor(0, shape=(), dtype=int32)"
 fox news more like trump impeach shield,"tf.Tensor(2, shape=(), dtype=int32)"
 siz gazeteci oldu unuza emin misiniz donald trump hilal kaplan diya arac l yla,"tf.Tensor(1, shape=(), dtype=int32)"
 no american despot donald trump evil egomaniac consum noth blacken ego not resign mob up donni immens juvenil spite and petul onli reveng eye burn down everyth go down flame guarante,"tf.Tensor(0, shape=(), dtype=int32)"
 miren aqui tienen al antictisto o la bestia tanta vece explicada rn rl apocslipsi de san juan la biblia que tanto revoloean esto asesino,"tf.Tensor(1, shape=(), dtype=int32)"
 ex ethic chief use donald trump word against presid defend,"tf.Tensor(1, shape=(), dtype=int32)"
 sure either republican vote trump donald trump,"tf.Tensor(2, shape=(), dtype=int32)"
 accord underag girl mere meat packag devour old men like donald trump get,"tf.Tensor(0, shape=(), dtype=int32)"
 hillari clinton edward snowden journalist can provid more link quot multipl ralli know,"tf.Tensor(2, shape=(), dtype=int32)"
 maduro es un mal gobernador socialista pero evo es un buen gobernant de izquierda como donald trump de derecha por qu los do tienen un buen modelo econ mico elogiado internacionalment saludo 🇧 🇴,"tf.Tensor(1, shape=(), dtype=int32)"
 shame knus anoth sad piec evid close american mind tribalist sort prefer echo chamber oppos real exchang dialogu consider differ opinion copolit,"tf.Tensor(0, shape=(), dtype=int32)"
 patriot,"tf.Tensor(1, shape=(), dtype=int32)"
 true donald trump do mock disabl report,"tf.Tensor(2, shape=(), dtype=int32)"
 hire donald trump fire peopl like yovanovitch can learn code also twitter suspend numer account tweet hire donald trump fire peopl like yovanovitch,"tf.Tensor(1, shape=(), dtype=int32)"
 trump surviv impeach clear ll have thank jonathan freedland,"tf.Tensor(2, shape=(), dtype=int32)"
 wonder presid obama have hold up militari aid ukrainian attack russia return presid ukrain announc bogus investig donald trump help win elect would read trump memorandum way 🤔,"tf.Tensor(2, shape=(), dtype=int32)"
 good lort dr ronni jackson probabl examin donni walter reed let guess statement donald j trump have best gene have ever see mental stabl bitch pleas,"tf.Tensor(2, shape=(), dtype=int32)"
 les d b 75 call british hillari get noth do wish peopl would stop bring up irrelev donald trump fixat obama could never aspir kind man drive crazi,"tf.Tensor(0, shape=(), dtype=int32)"
 peopl watch donald john trump,"tf.Tensor(1, shape=(), dtype=int32)"
 stanton fink hai larri us absolut true preach bruh preach,"tf.Tensor(2, shape=(), dtype=int32)"
 tri decid funnier idea don t do everi circumst give aid idea joe biden match donald trump polit while decid read treati allow us do exact,"tf.Tensor(2, shape=(), dtype=int32)"
 old methamphetamin grade prescript diet pill rich peopl theori,"tf.Tensor(2, shape=(), dtype=int32)"
 hire donald trump fire peopl like yovanovitch,"tf.Tensor(1, shape=(), dtype=int32)"
 harri fuck make fun donald trump never hear goddamn christma present,"tf.Tensor(2, shape=(), dtype=int32)"
 smash berni sander heaven donald trump fals friend wors open enemi piss chimera,"tf.Tensor(0, shape=(), dtype=int32)"
 matt sama milwauke say wasn t trump 2016 board ve see leav go utter insan guy ve see go transform trump say via,"tf.Tensor(0, shape=(), dtype=int32)"
 hous intellig committe overse impeach inquiri presid donald trump releas two new transcript deposit saturday novemb 16,"tf.Tensor(2, shape=(), dtype=int32)"
 god bless duli elect courag presid donald j trump god bless jim jordan warrior,"tf.Tensor(1, shape=(), dtype=int32)"
 luke wouldn t have get sign wear donald trump shirt have american flag footbal hit everi pass,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump actual worst t shirt o neck short sleev top qualiti,"tf.Tensor(0, shape=(), dtype=int32)"
 get new petebuttigieg gear today would ya look make unlik donald trump hate hat make china one mani reason support peteforpresid teampet petebuttigieg2020 womenforpet mayorpet peteforamerica,"tf.Tensor(0, shape=(), dtype=int32)"
 hire donald trump fire swamp peopl like yovanovitch drain swamp,"tf.Tensor(1, shape=(), dtype=int32)"
 best toni mckraken aper simone247 terrenc sicario trump get that due,"tf.Tensor(2, shape=(), dtype=int32)"
 parti system suppos defend democraci preform coup along adam shiff get rid democraci and donald trump order take white hous,"tf.Tensor(0, shape=(), dtype=int32)"
 phijbloc3 embarrass opinion re irrespons also share 50 nation secur expert republican parti say donald trump would most irrespons presid histori u 6 6,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump tweet hilari video whistleblow,"tf.Tensor(2, shape=(), dtype=int32)"
 look like donald trump golf cors acid rain,"tf.Tensor(1, shape=(), dtype=int32)"
 person mina chang appoint deputi assist secretari state depart bureau conflict stabil oper career fake via,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump acknowledg not pay feder incom tax year,"tf.Tensor(0, shape=(), dtype=int32)"
 well donald trump can becom presid guess john legend can becom sexiestmanal 😂 😩 🤦 🤷,"tf.Tensor(2, shape=(), dtype=int32)"
 regard actual truth donald trump and vladimir putin know actual happen world doesn t look up us anymor like everybodi els re eat tail smdh rememb vlad say weren t except amjoy 🤔,"tf.Tensor(0, shape=(), dtype=int32)"
 thank state dept mr mike pompeo thank also mr presid donald trump thank hard work do know phone have not stop ring world seem keep call pleas help save us 1 2,"tf.Tensor(0, shape=(), dtype=int32)"
 saw donald trump slam revolv door do push up actual push earth down,"tf.Tensor(0, shape=(), dtype=int32)"
 everyon vote donald trump ffuuuuuuck youuuu,"tf.Tensor(1, shape=(), dtype=int32)"
 presid trump undergo test medic checkup not previous public schedul white hous bethesda md presid donald trump spend more two hour walter reed nation medic center saturday white hous say,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump ass fit chair better most,"tf.Tensor(2, shape=(), dtype=int32)"
 queen host palac recept donald and melania trump join via,"tf.Tensor(1, shape=(), dtype=int32)"
 piss poor leadership lead donald trump becom potus weak ass let like punk birth certif barack not smarter rest us more will play game toofarleft,"tf.Tensor(0, shape=(), dtype=int32)"
 better idea have donald trump testifi person public hear,"tf.Tensor(2, shape=(), dtype=int32)"
 mari yovanovitch testimoni showcas donald trump obsess reveng,"tf.Tensor(0, shape=(), dtype=int32)"
 twitter suspend numer account tweet hire donald trump fire peopl like yovanovitch via,"tf.Tensor(1, shape=(), dtype=int32)"
 everi patriot donald trump should sign petit man innoc like mike flynn jerom corsi take down expos deep state,"tf.Tensor(2, shape=(), dtype=int32)"
 wait till hear mani time donald trump divorc fascist,"tf.Tensor(2, shape=(), dtype=int32)"
 twitter suspend numer account tweet hire donald trump fire peopl like yovanovitch via,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump charl manson psychot brother anoth mother,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump announc revolutionari healthcar transpar rule,"tf.Tensor(1, shape=(), dtype=int32)"
 would sad donald trump die natur caus without first spend decad more jail,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump best presid world 🇺 🇸,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump encourag foreign power interfer elect crenshaw play fool,"tf.Tensor(0, shape=(), dtype=int32)"
 david holm think recollect broad match yovanovitch taylor testimoni hear gop hearsay argument realiz first hand account might use thus gop talk point backfir rather spectacular,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump tweet hilari video whistleblow,"tf.Tensor(2, shape=(), dtype=int32)"
 memo liber democrat never stop fight great presid tri damag presid onli make us stronger advic seek mental health presid donald j trump 2025,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump still lie cheat scam need go need real presid care 100 us not 35 40 follow job waaaay trump head cluelessindc,"tf.Tensor(0, shape=(), dtype=int32)"
 cos america didnt stand up support donald trump america impeach process see knock down drag fight win next presidenti elect,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump retir resign not sure dan crenshaw would suck up crenshaw would one lose lap dog,"tf.Tensor(0, shape=(), dtype=int32)"
 day underscor corrupt swamp trump presid cnnpolit,"tf.Tensor(0, shape=(), dtype=int32)"
 say more bullshit trigger snowflak liber littl fredo,"tf.Tensor(2, shape=(), dtype=int32)"
 peopl wander donald trump jr have have rnc russia bulk buy book,"tf.Tensor(0, shape=(), dtype=int32)"
 corsi 60 american public want donald trump remov offic,"tf.Tensor(1, shape=(), dtype=int32)"
 trump violat constitut end stori have two choic either support impeach constitut support donald trump deterior unit state make choic,"tf.Tensor(1, shape=(), dtype=int32)"
 dana white react presid donald trump attend ufc 244 via,"tf.Tensor(1, shape=(), dtype=int32)"
 knus radio host craig silverman fire midshow critic trump via,"tf.Tensor(1, shape=(), dtype=int32)"
 suport empech donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 multipl accus rape sexual harass donald trump still presid point,"tf.Tensor(2, shape=(), dtype=int32)"
 impresionant mensaj gringo donald trump no lo vas lograr,"tf.Tensor(0, shape=(), dtype=int32)"
 peopl see right thru traitor much better term harvard grad sell protect donald trump good luck rid polit coat tail toss curb n y citi second soon prove no use politicalsuicid,"tf.Tensor(2, shape=(), dtype=int32)"
 ll crawl glass vote against donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 alleg deliv fake news not more stori think re use term trumper sens mean inform unflatt donald trump,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump have have lot terribl lawyer rudi giuliani might worst via,"tf.Tensor(0, shape=(), dtype=int32)"
 hi re do compromis get us 2 conserv suprem court justic donald trump last time y support worker parti,"tf.Tensor(1, shape=(), dtype=int32)"
 don t get angri often mess wife mess kid ll do everi time donald snivel coward leav wife hell alon ted cruz react trump tweet march 2016,"tf.Tensor(0, shape=(), dtype=int32)"
 donald j trump pardon roger stone sign petit via,"tf.Tensor(1, shape=(), dtype=int32)"
 moscow mitch have let trump destroy republican parti regret day meet donald trump lead republican parti hell,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump would have put candi top head,"tf.Tensor(2, shape=(), dtype=int32)"
 must answer wrong thread,"tf.Tensor(0, shape=(), dtype=int32)"
 imagin elect donald trump 😂,"tf.Tensor(2, shape=(), dtype=int32)"
 two rudi giuliani friend ukrain arrest charg do mean mr giuliani donald trump impeach,"tf.Tensor(0, shape=(), dtype=int32)"
 hire donald trump fire swamp peopl like yovanovitch drain swamp,"tf.Tensor(1, shape=(), dtype=int32)"
 end up happen associ donaldtrump bad news associ includ lawyer end up jail profession life ruin like white hous dr keep donald trump arm length want surviv town,"tf.Tensor(0, shape=(), dtype=int32)"
 hire donald trump fire peopl like yovanovitch,"tf.Tensor(1, shape=(), dtype=int32)"
 mazal tov susan,"tf.Tensor(1, shape=(), dtype=int32)"
 marvel fan wiki say donald trump inde look bite like photo trump cover peopl magazin decemb 7 1987 issu,"tf.Tensor(2, shape=(), dtype=int32)"
 daddi mess day underscor corrupt swamp trump presid,"tf.Tensor(0, shape=(), dtype=int32)"
 suprem overlord have success melt donald trump,"tf.Tensor(2, shape=(), dtype=int32)"
 believ anyth wh day especi stephani grisham especi donald trump hmm think re kinda special,"tf.Tensor(2, shape=(), dtype=int32)"
 press releas share offic press secretari trump say today presid donald j trump sign execut grant clemenc full pardon armi first lieuten clint loranc execut grant clemenc full pardon armi major mathew golsteyn,"tf.Tensor(2, shape=(), dtype=int32)"
